"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000005075",614.656589191918,0.0987773493243734,0.160706698121965,0.614643636380409,0.538790090091217,0.795453866954992,"POLR2J"
"ENSG00000005100",502.327471136299,0.314431865484894,0.130849122697264,2.40301088003755,0.0162607036287448,0.0927224334300402,"DHX33"
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.633146430413079,0.526638024312906,NA,"MEOX1"
"ENSG00000005108",12.5069565681574,0.931825433823468,0.623894022306392,1.49356365104882,0.13528970599606,0.380706539819831,"THSD7A"
"ENSG00000005156",284.201575596381,-0.385473065910846,0.204307350859971,-1.88673126193606,0.0591964806364292,0.225599068756598,"LIG3"
"ENSG00000005175",347.42491006876,-0.199143010245022,0.288689162982228,-0.689818101198631,0.490308584009862,0.762986007709705,"RPAP3"
"ENSG00000005187",26.7924966379797,-0.327506483008706,0.412451020524358,-0.794049394258596,0.42716667653374,0.718188201166019,"ACSM3"
"ENSG00000005189",79.0300154216569,-0.439826193614042,0.271072683961487,-1.62253970848841,0.104687838021063,0.326813571142398,"REXO5"
"ENSG00000005194",458.750922474384,0.12800173626606,0.161088911317722,0.794603025242361,0.42684445801358,0.717819384265857,"CIAPIN1"
"ENSG00000005206",687.428245938322,0.101318274776542,0.139402935093318,0.726801589283026,0.467347509364551,0.747502863208262,"SPPL2B"
"ENSG00000005238",705.733199499233,-0.205823489524854,0.115328505482673,-1.78467143628925,0.0743146266797715,0.261378314227854,"FAM214B"
"ENSG00000005243",993.989596404182,-0.10656897750658,0.185248561010483,-0.575275602278764,0.565104919210966,0.815101050346294,"COPZ2"
"ENSG00000005249",301.336933757971,0.660280961014508,0.225566737067892,2.92720890321596,0.00342019064580107,0.028398457966369,"PRKAR2B"
"ENSG00000005302",469.935385547665,0.190286827870614,0.159050032795594,1.19639603039356,0.231542049697074,0.522725930279273,"MSL3"
"ENSG00000005339",2604.13968768159,-0.104401332172608,0.135777656823323,-0.76891393337608,0.441944405343235,0.729978007602316,"CREBBP"
"ENSG00000005379",158.961412885247,0.120941682055544,0.284870280470672,0.424550015732495,0.671164737312128,0.877828408215724,"TSPOAP1"
"ENSG00000005381",7.12408517617175,1.17019134148194,1.30316102491845,0.897963735183966,0.369204883575514,NA,"MPO"
"ENSG00000005421",0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA,"PON1"
"ENSG00000005436",302.967289999217,0.15695906515109,0.139209882250634,1.12749944625699,0.259531374498676,0.556980670432174,"GCFC2"
"ENSG00000005448",234.244457375311,0.280155169186975,0.158303055515264,1.7697394928676,0.076770547669997,0.26710083722998,"WDR54"
"ENSG00000005469",422.232491862876,-0.273993709010039,0.243915852509755,-1.12331243004831,0.261304826512361,0.559599826343616,"CROT"
"ENSG00000005471",33.2839581855106,-1.22916811609893,0.509500416059264,-2.41249678578468,0.0158436771391784,0.0909944976385501,"ABCB4"
"ENSG00000005483",1867.57277020935,0.0138035781207261,0.131030399674052,0.10534637881792,0.916100962713075,0.977204471072653,"KMT2E"
"ENSG00000005486",856.445860419445,-0.15178352679813,0.189515705010533,-0.800902103547007,0.423188322236374,0.715624609471778,"RHBDD2"
"ENSG00000005513",4.19025057528613,-0.664739149857514,1.01931793248618,-0.652141131507592,0.514310132052005,NA,"SOX8"
"ENSG00000005700",579.449582755315,-0.0875213502560907,0.132880287580245,-0.658648109887914,0.510121761433175,0.777127043951045,"IBTK"
"ENSG00000005801",220.819344240061,-0.24545937001497,0.221066529575411,-1.11034162650678,0.266851841958383,0.56603237345374,"ZNF195"
"ENSG00000005810",2862.99024994653,-0.0627162845815564,0.120435293399366,-0.520746724746106,0.6025432202087,0.839002388565378,"MYCBP2"
"ENSG00000005812",1499.03049853399,0.408597279763836,0.171642594415547,2.3805121400963,0.0172885913592321,0.0969483723709489,"FBXL3"
"ENSG00000005844",3.21951546901152,-0.938815055266138,1.14112424414126,-0.82271063829043,0.41067256419795,NA,"ITGAL"
"ENSG00000005882",1066.40685200078,-0.127921181717229,0.145631561058766,-0.878389140288139,0.379732575700857,0.67839806519001,"PDK2"
"ENSG00000005884",1294.27596518976,0.333534620078869,0.276376751676091,1.20681141975996,0.22750477713068,0.516885666013223,"ITGA3"
"ENSG00000005889",800.115454708102,0.0162935634136075,0.227734262436502,0.0715463858590473,0.942962908542879,0.985126994074906,"ZFX"
"ENSG00000005893",5133.58060707205,0.0430752555250883,0.0826645473305392,0.521084998540538,0.602307560798223,0.8389541072647,"LAMP2"
"ENSG00000005961",10.2882547896421,-0.619822633493281,0.637196518930078,-0.972733866365168,0.330685588884045,0.636855702396855,"ITGA2B"
"ENSG00000005981",6.43695995371267,-0.629663993690795,0.791503566241046,-0.795528940799537,0.426305883039214,NA,"ASB4"
"ENSG00000006007",2603.73463702376,0.180766912818251,0.146939239347441,1.23021538440677,0.218616460355824,0.505067943662944,"GDE1"
"ENSG00000006015",386.908775735769,-0.0531752737518215,0.320215053323187,-0.16606113048081,0.86810884276401,0.962595056357257,"REX1BD"
"ENSG00000006016",160.452316906975,0.192130469942415,0.492939506101784,0.389764803924528,0.696710471903665,0.890964643172757,"CRLF1"
"ENSG00000006025",160.463406583492,-0.652554601970723,0.315114137862471,-2.07085155365364,0.0383726707340846,0.166902383190038,"OSBPL7"
"ENSG00000006042",3151.10977435982,0.00904096047030448,0.0981847999688774,0.0920810601352784,0.926633636335824,0.979848296697804,"TMEM98"
"ENSG00000006047",0.673880264953231,-0.288288992773591,2.11000864920198,-0.136629294331388,0.891323820108563,NA,"YBX2"
"ENSG00000006059",0,NA,NA,NA,NA,NA,"KRT33A"
"ENSG00000006062",258.268778963446,-0.584187742450785,0.273247251714172,-2.13794553755245,0.0325211637499843,0.149433563408226,"MAP3K14"
"ENSG00000006071",0,NA,NA,NA,NA,NA,"ABCC8"
"ENSG00000006116",0.450684746143017,-1.01557138430551,3.11297552344815,-0.32623815274352,0.744244177342232,NA,"CACNG3"
"ENSG00000006118",458.98540697157,-0.549888036433399,0.221087251531893,-2.48719920584872,0.0128753281274624,0.0782491350282576,"TMEM132A"
"ENSG00000006125",6730.77886718365,0.080257861425249,0.108527831422017,0.739514098583258,0.45959488189633,0.741708295860766,"AP2B1"
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101014,NA,"TAC1"
"ENSG00000006194",551.635247266725,0.111690123228158,0.102590118814338,1.0887025428861,0.276285080080522,0.576796707391856,"ZNF263"
"ENSG00000006210",15.8841012169951,0.950279868961397,0.61316963681672,1.54978298321292,0.121193612700762,0.357444452649083,"CX3CL1"
"ENSG00000006282",1394.30895675099,-0.106981530767096,0.168558648654325,-0.634684316830813,0.525634324228753,0.786189060177452,"SPATA20"
"ENSG00000006283",61.3642320498775,-1.17347549844753,0.461209913944057,-2.54434144403467,0.0109484004701415,0.0691754380977442,"CACNA1G"
"ENSG00000006327",587.259201120954,-0.146104464368197,0.321307056543872,-0.454719127366092,0.649311318367322,0.865653161678969,"TNFRSF12A"
"ENSG00000006377",0.186293186425353,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA,"DLX6"
"ENSG00000006432",6.99503209019926,-0.218563956252647,0.735202753906777,-0.297283919423893,0.766249757437746,NA,"MAP3K9"
"ENSG00000006451",1108.16420749476,-0.569179433484939,0.2106715187821,-2.70173888134185,0.00689779102970778,0.0483025745828544,"RALA"
"ENSG00000006453",212.928764376348,-0.273778930114739,0.1576379385157,-1.73675786864893,0.0824299185440553,0.279409381456965,"BAIAP2L1"
"ENSG00000006459",410.885814318294,0.00560167733292895,0.312423497968065,0.0179297567864167,0.985694890343938,0.995355988415718,"KDM7A"
"ENSG00000006468",210.179164493274,0.0486120622106957,0.406144751487982,0.119691469685616,0.904727557983933,0.97322955221725,"ETV1"
"ENSG00000006530",277.887455661785,0.0331563103437848,0.201432210451251,0.164602822306857,0.869256609641403,0.962892622002373,"AGK"
"ENSG00000006534",1145.46216651212,0.427916521981316,0.262825503337596,1.62813926558589,0.103495359331754,0.324386841282993,"ALDH3B1"
"ENSG00000006555",4.76708315841851,-0.610580002303093,0.81152336099472,-0.752387462456629,0.451818084080087,NA,"TTC22"
"ENSG00000006576",1076.37418478476,-0.416587761528716,0.195871238274828,-2.12684498856437,0.0334329648958101,0.151963461388669,"PHTF2"
"ENSG00000006606",4.01454411368169,-0.433957880934078,0.899385404112891,-0.482504918302641,0.629447305387129,NA,"CCL26"
"ENSG00000006607",957.991889094816,0.595861925335486,0.155053660031775,3.84294008418361,0.000121569155344654,0.00186730715790547,"FARP2"
"ENSG00000006611",0,NA,NA,NA,NA,NA,"USH1C"
"ENSG00000006625",177.304447555595,-0.108719218236913,0.251338881256689,-0.432560285513006,0.665334246715015,0.874771001519134,"GGCT"
"ENSG00000006634",92.842938687114,-0.448347904396815,0.297818726994716,-1.50543892562126,0.132211267772622,0.375554705008757,"DBF4"
"ENSG00000006638",64.0929103692678,-0.485251401133186,0.293993814908543,-1.65054969365305,0.098830558283754,0.315141721617609,"TBXA2R"
"ENSG00000006652",1086.50811752792,-0.0509940198886986,0.218671138829965,-0.233199589856944,0.815606424317964,0.94327707650354,"IFRD1"
"ENSG00000006659",1.43778491344811,-0.485808154122162,1.54326977279923,-0.314791465941168,0.752919991766199,NA,"LGALS14"
"ENSG00000006695",181.541477163383,0.196125214278241,0.202800613536296,0.967083929670362,0.333502078447717,0.639110335074109,"COX10"
"ENSG00000006704",291.607449568848,-0.0413723899708191,0.235419432246207,-0.175739061028535,0.860498946582355,0.960055439907523,"GTF2IRD1"
"ENSG00000006712",1114.82190220928,-0.238931913803266,0.1297964641745,-1.84081989692757,0.0656479560432131,0.241670745882728,"PAF1"
"ENSG00000006715",2208.49179423824,-0.139604325402337,0.134206350802326,-1.04022145425861,0.298237026187968,0.601918944778354,"VPS41"
"ENSG00000006740",43.379700039727,-0.0199689503688073,0.379717673168432,-0.0525889411524695,0.958059428460489,0.990092804096493,"ARHGAP44"
"ENSG00000006744",938.900417504684,0.251716749270149,0.15381742152467,1.63646449651204,0.101742410331132,0.320684454623307,"ELAC2"
"ENSG00000006747",27.7360544388753,0.203422873843708,0.487478817022407,0.417295822383104,0.676462043823563,0.880383058666999,"SCIN"
"ENSG00000006756",545.414312401993,-0.0147901884830349,0.15886497582269,-0.0930991139264221,0.925824821364422,0.979848296697804,"ARSD"
"ENSG00000006757",168.95903743019,-0.0157237739884614,0.154076056441105,-0.102052027755992,0.918715378436672,0.977935795089026,"PNPLA4"
"ENSG00000006788",11.2024027852827,2.95519566506426,1.06558260347776,2.77331448112924,0.00554884688108044,0.0410739423333154,"MYH13"
"ENSG00000006831",1095.78070752679,0.243869398068224,0.0932019222248009,2.61657047673348,0.00888180268410828,0.05897189901395,"ADIPOR2"
"ENSG00000006837",75.3675602917904,-0.148190196448868,0.313415249366702,-0.472823823181246,0.636338876141107,0.858561450258981,"CDKL3"
"ENSG00000007001",2.00323736390909,-0.28433411290885,1.40169857366522,-0.20284968412671,0.839252522808566,NA,"UPP2"
"ENSG00000007038",0.887380960584451,0.607941216458294,1.95110338652524,0.311588417434398,0.755353337867784,NA,"PRSS21"
"ENSG00000007047",813.832894191521,-0.0377195317853245,0.175117680288932,-0.2153953371418,0.829459105114281,0.949377127188315,"MARK4"
"ENSG00000007062",2.45626676455035,-0.552453765236131,1.02526595865661,-0.538839469477757,0.589997626716898,NA,"PROM1"
"ENSG00000007080",662.955088766559,0.244243803157066,0.158825019014297,1.5378169300586,0.124093382877044,0.362327797122197,"CCDC124"
"ENSG00000007129",0,NA,NA,NA,NA,NA,"CEACAM21"
"ENSG00000007168",3974.85824788827,0.0515659543599489,0.103637244893685,0.497561995331383,0.618792796310405,0.847994417723553,"PAFAH1B1"
"ENSG00000007171",1.482516982495,-0.538363484516165,1.78169943649398,-0.302162908899806,0.762527877851067,NA,"NOS2"
"ENSG00000007174",2.70167247050387,0.383779638887231,1.02562238283232,0.374191949504262,0.708261513034656,NA,"DNAH9"
"ENSG00000007202",6545.03722366678,0.0244029370808388,0.092022648458343,0.265184033383755,0.790867694238307,0.932188592827393,"KIAA0100"
"ENSG00000007216",0,NA,NA,NA,NA,NA,"SLC13A2"
"ENSG00000007237",425.112222586833,-0.895774919748926,0.960669066386979,-0.932449009852981,NA,NA,"GAS7"
"ENSG00000007255",130.451959536511,0.270306675785188,0.242085504302601,1.11657522231199,0.264175990729213,0.562818535917879,"TRAPPC6A"
"ENSG00000007264",2.94325916834344,0.130029540920605,0.934638476620223,0.139122820398759,0.889353095513862,NA,"MATK"
"ENSG00000007306",0,NA,NA,NA,NA,NA,"CEACAM7"
"ENSG00000007312",2.07733296226224,0.627355655274233,1.53120649871176,0.409713291970771,0.682016278398938,NA,"CD79B"
"ENSG00000007314",0.779954153372703,-0.684393456024242,2.03068597952152,-0.33702574545056,0.736097492250756,NA,"SCN4A"
"ENSG00000007341",281.675425442917,0.215543120141416,0.241297144887563,0.893268423220889,0.371713443720661,0.67227132853468,"ST7L"
"ENSG00000007350",0,NA,NA,NA,NA,NA,"TKTL1"
"ENSG00000007372",40.4540315259517,0.204825992250135,0.515864168536187,0.397054117620434,0.691327553547215,0.888906755261556,"PAX6"
"ENSG00000007376",258.460977739524,0.120341850177403,0.199984987867697,0.601754418971771,0.547337620149645,0.801624413160758,"RPUSD1"
"ENSG00000007384",1823.38777953572,0.0868116045427582,0.150639122160899,0.576288571637016,0.56442014623032,0.814831723667337,"RHBDF1"
"ENSG00000007392",686.873099124053,-0.103853477906692,0.110159667314381,-0.942754099014377,0.345806694833775,0.650325448437272,"LUC7L"
"ENSG00000007402",23.7963910924727,0.739536517962882,0.519137318906015,1.42454894115745,0.15428762831662,0.412769145178451,"CACNA2D2"
"ENSG00000007516",11.2010825391975,-0.211644977337045,0.707152760681707,-0.299291735965248,0.764717459522532,0.922091325006091,"BAIAP3"
"ENSG00000007520",580.560487206145,0.0714336082153256,0.1506564361933,0.474149064057724,0.635393612948036,0.858050492028355,"TSR3"
"ENSG00000007541",653.546283118955,0.221748013687622,0.164697298587904,1.34639739442519,0.178174390795661,0.448887043378669,"PIGQ"
"ENSG00000007545",622.76848387059,0.166768403599036,0.157642472413701,1.05789005364865,0.29010557028321,0.593015098115699,"CRAMP1"
"ENSG00000007866",1620.52184915199,0.553934461373922,0.156832395054797,3.53201557102012,0.000412405071025187,0.00512797602682796,"TEAD3"
"ENSG00000007908",0,NA,NA,NA,NA,NA,"SELE"
"ENSG00000007923",977.439461349907,-0.0384290793756222,0.14772438142871,-0.260140397975995,0.794755477244625,0.933794500298099,"DNAJC11"
"ENSG00000007933",877.805740707214,0.313996093721059,0.978772381072815,0.320806042132997,0.748357380267633,0.915794483205664,"FMO3"
"ENSG00000007944",345.286662228229,-0.489789864742872,0.15232264072595,-3.21547645450864,0.00130228177581281,0.012992791498475,"MYLIP"
"ENSG00000007952",10.1687462516428,0.809128458611218,0.573991511122059,1.40965230832335,0.158642373432463,0.419765294871203,"NOX1"
"ENSG00000007968",3.95849086572913,0.162676335960858,0.819783077493917,0.198438270350933,0.84270217733409,NA,"E2F2"
"ENSG00000008018",1517.71752051207,0.047848439343538,0.11093614163062,0.431315156992363,0.666239230956019,0.875479131183779,"PSMB1"
"ENSG00000008056",17.7167030593017,0.676013565163085,0.458124729302829,1.4756102910922,0.140048540856608,0.388895333933505,"SYN1"
"ENSG00000008083",305.072434597756,0.487459854580979,0.151932656611774,3.20839420208758,0.00133478408426751,0.013255629641457,"JARID2"
"ENSG00000008086",372.53707879909,-0.172935290532885,0.189039000411845,-0.91481276432971,0.360289932669832,0.661817883470979,"CDKL5"
"ENSG00000008118",6.947918731314,-0.861305707934041,0.7979170108111,-1.0794427193105,0.280390415849756,NA,"CAMK1G"
"ENSG00000008128",563.813333715399,0.133368795438245,0.368609963169701,0.361815492699648,0.717489913933289,0.900355020840141,"CDK11A"
"ENSG00000008130",1713.6319552007,0.830141261205872,0.15138528776809,5.48363234925168,4.1668027852025e-08,1.65633144834362e-06,"NADK"
"ENSG00000008196",1.08416182794751,-1.40315172411978,2.31102921164641,-0.60715447344785,0.543748402229703,NA,"TFAP2B"
"ENSG00000008197",0,NA,NA,NA,NA,NA,"TFAP2D"
"ENSG00000008226",8.16270077732332,-0.0171719477360133,0.774036918488782,-0.022184920803958,0.982300446086801,NA,"DLEC1"
"ENSG00000008256",3740.92435461127,1.1968352108601,0.20737453118423,5.77137030292714,7.86294669982468e-09,3.76849138509002e-07,"CYTH3"
"ENSG00000008277",19.3106346175362,-0.0241064269364664,0.474529638105721,-0.0508006771351459,0.959484351299748,0.990104479222653,"ADAM22"
"ENSG00000008282",1985.33227996644,0.286864094058608,0.13966274187054,2.05397724702065,0.0399778939392659,0.171710944557147,"SYPL1"
"ENSG00000008283",526.559923099993,0.0461205199046872,0.140844948264559,0.327455975332931,0.743323035649636,0.913694292258237,"CYB561"
"ENSG00000008294",2928.30789180736,-0.166798754517567,0.135595725173481,-1.23011809040561,0.218652886649985,0.505067943662944,"SPAG9"
"ENSG00000008300",96.2831177707404,0.526617369940245,0.30273483838736,1.7395334238553,0.0819409783238844,0.278420306097689,"CELSR3"
"ENSG00000008311",714.926322098101,1.13782474997719,0.189240333953757,6.01259111207884,1.82581151492709e-09,9.56813681438434e-08,"AASS"
"ENSG00000008323",11.0031983554828,0.405444187987039,0.584041381860034,0.694204555670002,0.487553936046353,0.761394551600538,"PLEKHG6"
"ENSG00000008324",122.640499235734,0.570316063532942,0.253286891278759,2.2516604023746,0.0243437408113072,0.121919958527529,"SS18L2"
